ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,id,inningId
50,1,1,4,1,1,W,24680,563
2,4,4,0,0,0,0,24682,564
3,0,0,0,0,0,4,24683,564
4,0,0,1,0,0,4,24684,564
5,0,0,2,4,0,0,24685,564
6,0,1,4,1,0,W,24686,564
7,0,0,4,0,0,0,24687,564
8,1,0,4,1,0,1,24688,564
9,0,W,0,1,1,0,24689,564
10,1,1,2,W,0,0,24690,564
11,4,1,0,0,0,0,24691,564
12,0,0,4,0,4,1,24692,564
13,1,1,4,1,0,4,24693,564
14,0,0,1,2,0,0,24694,564
15,0,1,1,1,0,1,24695,564
16,1,2,0,1,0,0,24696,564
17,1,4,0,1,2,1,24697,564
18,0,0,0,2,1,0,24698,564
19,1,0,0,0,0,0,24699,564
20,0,0,4,4,0,0,24700,564
21,1,0,1,0,1,2,24701,564
22,0,4,4,0,0,1,24702,564
24,0,1,0,1,1,1,24704,564
25,0,4,0,1,0,0,24705,564
26,1,1,1,0,4,1,24706,564
27,0,4,2,0,1,4,24707,564
29,0,0,0,6,W,0,24709,564
30,0,1,0,0,0,0,24710,564
31,1,1,1,1,0,0,24711,564
32,0,0,0,0,0,0,24712,564
34,6,0,6,4,6,1,24714,564
35,1,1,0,0,0,1,24715,564
36,0,1,0,1,1,1,24716,564
37,0,W,1,0,W,0,24717,564
38,0,0,0,4,6,0,24718,564
39,W,0,4Lb,W,0,0,24719,564
41,0,0,0,0,1,0,24721,564
42,0,1,0,0,0,4,24722,564
43,0,1,0,0,0,0,24723,564
1,0,0,1,0,0,0,24725,565
3,0,2,0,0,0,1,24727,565
4,0,1,0,0,0,0,24728,565
5,0,0,1,0,0,2,24729,565
7,0,6,1,1Lb,0,2,24731,565
10,2,0,1,0,0,1,24734,565
11,0,0,1,1,0,1,24735,565
12,0,1,4,2,6,0,24736,565
13,0,1,0,0,1Lb,0,24737,565
14,4,1,2,0,6,2,24738,565
15,1,W,0,W,0,0,24739,565
16,0,0,0,0,1,1,24740,565
17,0,0,0,0,0,1,24741,565
18,1,0,0,0,1,0,24742,565
19,1Lb,1,1,0,0,0,24743,565
20,0,0,1,2,4,0,24744,565
21,1,1,1,W,4Lb,0,24745,565
22,0,1,0,0,1,0,24746,565
23,0,0,0,1,1,0,24747,565
24,0,1,0,0,0,1,24748,565
25,2,0,1,0,0,4,24749,565
26,1,0,W,1,0,0,24750,565
27,0,0,0,0,0,0,24751,565
28,0,1,2,1,1,1,24752,565
29,4,1,0,0,1,0,24753,565
30,1,0,W,1,0,0,24754,565
31,0,1,0,0,1,0,24755,565
32,1,1,1,1,1,1,24756,565
34,0,1,1,1,1,1,24758,565
35,1,0,0,1,0,1,24759,565
37,0,1,1,4,1,1,24761,565
38,1,4,1,1,0,0,24762,565
39,1,1,0,1,0,1,24763,565
40,1,1,1,1,1Lb,0,24764,565
42,1,4,1,1,2,1,24766,565
44,6,W,2,1,0,0,24768,565
45,1,2,4,0,1,4,24769,565
48,0,1,0,0,W,1,24772,565
49,2,0,0,1,4,2,24773,565
1,0,0,0,0,0,0,24775,566
3,1,0,0,W,0,0,24777,566
5,3,0,W,0,0,0,24779,566
6,0,0,0,1,0,0,24780,566
7,0,1,0,3,0,1,24781,566
8,0,0,0,0,4,0,24782,566
9,2,0,0,3,4,0,24783,566
10,0,0,4,0,4,0,24784,566
11,1,0,1,2,1,1,24785,566
12,2,W,0,0,0,4,24786,566
13,0,0,1B,0,3,0,24787,566
14,1,0,0,2,0,0,24788,566
15,1,0,0,0,0,2,24789,566
16,2,1,0,6,W,0,24790,566
17,1,1,0,0,1,2,24791,566
18,0,1,1,0,1,0,24792,566
19,1,4,0,0,0,1,24793,566
20,0,3,2,4,0,2,24794,566
21,1,0,1,1,0,1,24795,566
22,2,2,1,0,0,2,24796,566
23,0,1,1,1,1,0,24797,566
25,1,2,0,1,1,0,24799,566
26,1,0,2,1,1,4,24800,566
27,0,0,1,1,1,0,24801,566
28,1,1,1,0,2,0,24802,566
29,0,1,1,1,1,1,24803,566
30,1,1,1,1,6,1,24804,566
31,1,0,0,0,0,1,24805,566
34,6,1,4,0,1,0,24808,566
35,3,0,0,2,4,0,24809,566
36,1,1,0,1,0,1,24810,566
37,W,0,W,1Lb,1,0,24811,566
38,1,0,1,1,0,W,24812,566
39,0,1,0,1,0,1,24813,566
40,4,1,0,0,W,0,24814,566
42,0,0,4,W,0,0,24816,566
44,1,0,4,0,3,4,24818,566
46,4,1,0,0,0,1,24820,566
47,1,1,4,0,1,1,24821,566
48,0,0,1,4,4,1,24822,566
2,0,0,0,2,0,0,24825,567
3,0,0,0,0,0,4,24826,567
4,0,0,0,0,0,0,24827,567
5,1,6,W,0,0,0,24828,567
6,0,0,0,0,0,0,24829,567
7,2,0,0,0,4,0,24830,567
8,0,0,1,0,0,0,24831,567
9,0,2,0,2,0,0,24832,567
10,0,0,0,1Lb,1,0,24833,567
13,0,1Lb,3,1Lb,0,4,24836,567
14,2,0,0,0,2,0,24837,567
15,1,0,0,0,0,4,24838,567
16,0,0,0,1,1,0,24839,567
17,0,1,0,0,0,0,24840,567
18,1,1,1,0,1,1,24841,567
19,0,1,1,1,1,1,24842,567
20,1,0,0,0,1,1,24843,567
21,1,1,1,1,0,0,24844,567
22,0,1,1,0,0,0,24845,567
23,0,0,0,0,0,2,24846,567
24,0,0,1,4,1,0,24847,567
25,1,0,0,4,0,2,24848,567
26,1,0,W,0,0,1,24849,567
27,0,0,1,1,0,1,24850,567
28,0,0,0,0,4,0,24851,567
29,1,1,0,1,0,1,24852,567
30,1,0,0,1,1Lb,1,24853,567
31,0,0,1,1,0,1,24854,567
32,0,0,0,1,0,4,24855,567
33,1,1,0,1,1,1,24856,567
34,0,1,0,1,1,1,24857,567
35,0,W,0,W,1,0,24858,567
36,0,0,0,1,1,1,24859,567
37,W,1,0,1,0,0,24860,567
38,0,0,1,0,0,0,24861,567
39,4,1,0,1,0,0,24862,567
40,0,W,0,0,0,0,24863,567
41,0,0,6,2,0,1,24864,567
2,0,0,0,1,0,W,24867,568
3,0,0,0,0,0,0,24868,568
4,0,0,0,0,0,4,24869,568
6,0,0,0,0,0,0,24871,568
7,0,0,0,1,W,1,24872,568
8,1,1,1,0,1,0,24873,568
9,1,0,0,4,4,4,24874,568
10,0,1,0,4,0,4,24875,568
11,1,1,0,1,0,1,24876,568
15,0,4,0,0,2,0,24880,568
16,0,1,1,0,0,0,24881,568
17,4,4,1,0,0,4,24882,568
19,0,4,0,4,0,4,24884,568
20,0,W,W,0,0,0,24885,568
21,0,2,0,0,0,1Lb,24886,568
22,0,4,0,0,0,2,24887,568
24,0,0,1,0,0,0,24889,568
26,0,1,0,0,1,W,24891,568
27,4,2,0,2,4,0,24892,568
1,1,0,4,4,0,4,24894,569
2,0,0,1,1,0,1,24895,569
3,1Lb,1,1,0,1,0,24896,569
4,0,0,0,4,0,1,24897,569
6,4,0,0,4,0,W,24899,569
7,0,0,0,1,0,0,24900,569
8,0,0,0,0,0,0,24901,569
9,0,2,0,1,0,0,24902,569
10,0,0,1,2,0,0,24903,569
11,0,4,1,0,1,1,24904,569
12,1,0,0,0,0,0,24905,569
13,4,0,1,0,0,0,24906,569
14,1,0,1,4,0,1,24907,569
15,0,1,0,W,0,0,24908,569
16,0,0,0,0,0,0,24909,569
17,4,4,0,0,0,0,24910,569
18,2,0,0,0,0,0,24911,569
19,1,1,W,0,0,0,24912,569
20,0,0,0,2,0,0,24913,569
21,0,1,0,1,4,0,24914,569
22,0,0,1,0,0,0,24915,569
23,0,4,0,1,0,0,24916,569
24,1,0,0,1,0,0,24917,569
25,0,1,0,0,0,0,24918,569
26,0,0,0,1,2,1,24919,569
27,0,1,0,0,1,0,24920,569
28,0,1,0,4,0,2,24921,569
29,3,0,0,2,0,0,24922,569
30,0,0,0,0,0,3,24923,569
31,0,0,0,2,4,1,24924,569
32,0,0,0,0,1,1,24925,569
33,0,1,1,0,4,1,24926,569
34,0,0,1,0,1,2,24927,569
35,1,0,0,0,1,1,24928,569
36,1,0,0,1,1,1,24929,569
37,0,0,1,0,0,0,24930,569
38,3,1,1,0,0,1,24931,569
39,1,0,1,1,1,0,24932,569
40,6,0,1,2,1,1,24933,569
41,1,1,4,6,6,2,24934,569
42,1,1,0,1,1,6,24935,569
43,0,1,1,0,0,0,24936,569
44,1,1,1,1,1,0,24937,569
45,1,1,1,1,0,W,24938,569
46,1,0,1,6,6,4,24939,569
47,4,1,2,2,4,1,24940,569
48,0,6,6,1,W,6,24941,569
49,0,1Lb,4B,6,6,1,24942,569
1,0,0,0,0,2,0,24944,570
2,0,0,0,0,0,4,24945,570
3,0,0,0,W,2,0,24946,570
5,0,0,W,0,0,0,24948,570
6,0,0,0,4,0,0,24949,570
7,4,0,0,0,1,0,24950,570
8,0,0,1,0,1,1,24951,570
9,0,0,0,1,0,0,24952,570
10,0,2,0,4,1,0,24953,570
11,4,1,4,4,1,1,24954,570
13,1,0,1,0,0,0,24956,570
14,1,1,0,4,1,0,24957,570
15,1,1,1,0,0,0,24958,570
17,0,1,1,4,1,0,24960,570
18,1,0,1,1,1,1,24961,570
19,0,1,1,4,1,0,24962,570
20,1,1,2,1,1,0,24963,570
21,0,4,0,0,0,0,24964,570
23,2,1,4,1,1,0,24966,570
24,1,1,0,1,4,0,24967,570
25,0,0,1,0,1,1,24968,570
26,2,4,1,0,4,0,24969,570
27,0,0,0,1,0,6,24970,570
28,1,0,1,0,2,W,24971,570
29,0,1,0,0,0,4,24972,570
30,0,4,1,0,1,1,24973,570
32,1,0,0,0,2,0,24975,570
33,0,1,0,2,0,1,24976,570
34,2,0,W,1,1,0,24977,570
35,0,4,0,0,1,1,24978,570
36,0,0,2,4,0,0,24979,570
37,1,0,0,0,1,4B,24980,570
38,4,4,1,1,0,0,24981,570
40,0,1,2,W,1,0,24983,570
41,0,0,4,0,0,1,24984,570
42,0,0,4,0,1,1,24985,570
43,0,2,1,0,1,0,24986,570
44,W,W,0,1,0,1,24987,570
45,1,4,0,0,0,2,24988,570
46,1,1,6,4,0,1,24989,570
48,1,2,1,1,2,1,24991,570
5,0,0,1,4,0,0,24997,571
6,0,0,0,0,0,6,24998,571
7,0,0,0,4,0,0,24999,571
8,0,0,0,0,1,0,25000,571
9,1,0,1,1,0,1,25001,571
10,1,0,4,0,0,1,25002,571
11,0,0,2,1,0,0,25003,571
12,0,0,0,2,1,0,25004,571
13,4,0,0,0,1,0,25005,571
15,1,1,0,1,2,0,25007,571
17,2,0,4,2,0,4,25009,571
18,0,1,1,2,0,1,25010,571
19,0,4,0,0,0,1,25011,571
20,0,1,0,4,0,W,25012,571
22,0,4,0,0,1,1,25014,571
23,1,0,1,0,0,0,25015,571
24,1,0,0,2,0,4,25016,571
25,0,0,0,1,0,1,25017,571
26,4,1,0,4,2,1,25018,571
27,1,0,1,1,1,0,25019,571
28,1,1,6,0,1,0,25020,571
29,1,1,4,1,1,1,25021,571
30,1,6,1,4,0,1,25022,571
31,0,1,0,0,1,1,25023,571
32,1,1,W,1,0,0,25024,571
33,0,1,0,0,1,1,25025,571
34,0,1,0,1,0,1,25026,571
35,0,0,4,4,1,1,25027,571
36,1,0,1,0,0,1,25028,571
37,0,1,1,2,0,1,25029,571
38,1,1,0,4,4,1,25030,571
39,0,3,1,1,1,0,25031,571
40,1,4,1,1,1,2,25032,571
41,1,W,0,0,2,1,25033,571
42,0,0,1,1,1,1,25034,571
43,1,1,1,1,0,2,25035,571
44,1,2,0,1,2,1,25036,571
46,2,4,1,2,1,1,25038,571
47,2,4,2,2,1,4,25039,571
48,2,W,2,1,1,4,25040,571
49,1,1,0,1,4,0,25041,571
1,1,0,0,3,0,1,25043,572
2,0,4,0,0,4,0,25044,572
4,4,2,0,0,0,0,25046,572
5,0,0,0,0,1,4,25047,572
6,0,0,0,0,1,4,25048,572
7,1,1,2,1,0,0,25049,572
8,2,0,2,4,1,1,25050,572
9,1,1,0,0,4,1,25051,572
10,0,0,2,0,4,0,25052,572
11,0,0,0,1,1,1,25053,572
12,0,4,1,0,1,6,25054,572
13,0,1,1,4,1,0,25055,572
14,0,1,0,1,0,1,25056,572
15,1,1,0,1,0,4,25057,572
16,2Lb,1,1,0,0,1,25058,572
17,1,1,0,1,0,0,25059,572
18,1,1,1,1,1,0,25060,572
19,1,W,0,0,0,1,25061,572
20,1,1,1,0,1,1,25062,572
21,1,0,1,0,1,0,25063,572
22,1,4,0,1,0,0,25064,572
23,4,0,1,0,2,1,25065,572
24,0,1,1,0,1,1,25066,572
25,0,1,0,1,1,1,25067,572
26,0,0,1,1Lb,1,0,25068,572
28,1,0,0,0,2,W,25070,572
29,0,1,0,2,0,1,25071,572
30,0,4,0,1,1,0,25072,572
31,4,2,0,0,3,0,25073,572
32,0,0,2,2,1,1,25074,572
33,4,1,1,0,4,6,25075,572
34,1,0,0,1,1,1,25076,572
35,1,1,4,4,4,2,25077,572
36,1,2,1,1,2,1,25078,572
37,2,0,1,0,1,2,25079,572
38,1,W,0,1,0,1,25080,572
39,W,0,1,1Lb,0,1,25081,572
40,1,1,W,0,0,1,25082,572
42,4,0,1,0,0,W,25084,572
43,1,0,0,4,6,2,25085,572
44,1Lb,W,0,0,0,0,25086,572
2,1,1Lb,0,4,0,2,25089,573
3,0,0,0,2,0,0,25090,573
6,1,0,W,0,0,1,25093,573
8,1,1,0,0,0,0,25095,573
9,0,0,0,4,0,4,25096,573
10,0,1,0,0,1,0,25097,573
11,1,0,1,1,3,1,25098,573
12,1,1,2,1,0,0,25099,573
13,1,0,4B,1,0,0,25100,573
14,0,0,1,1,0,1,25101,573
15,1,4,0,0,1,1,25102,573
16,W,0,1,1,1,1,25103,573
18,0,4,1,0,1,0,25105,573
19,1,0,0,0,0,1,25106,573
20,0,0,0,0,1,0,25107,573
22,2,1,1,4,1,0,25109,573
23,1,1,1,1,1,1,25110,573
24,0,0,1,2,0,1,25111,573
25,0,1,1,0,2,1,25112,573
26,1,1,1Lb,0,1,1,25113,573
27,0,1,1,1,0,0,25114,573
28,1,0,1,0,3,1,25115,573
29,1,2,0,1,1,1,25116,573
30,3,1,1,1,2,0,25117,573
31,1,4,3,1,0,1,25118,573
32,1,0,1,0,1,0,25119,573
33,4,1,0,0,0,1,25120,573
34,0,1,2,2,1,4,25121,573
35,4,1,1,0,1,4,25122,573
36,0,0,2,4,1,4,25123,573
37,1,0,1,1,W,0,25124,573
39,1,1,0,1,0,1,25126,573
40,1,1,0,0,0,1,25127,573
41,0,0,1,1,1,0,25128,573
42,2,0,1,1Lb,0,0,25129,573
43,4,1,1,1,0,W,25130,573
44,0,1,1,0,1,1,25131,573
45,1,0,4,4,0,1,25132,573
46,0,0,0,2,W,1,25133,573
47,0,1,1,0,0,1,25134,573
48,1,0,1,0,1,1,25135,573
49,1,0,6,W,1,W,25136,573
50,0,0,0,1B,2Lb,2,25137,573
1,0,1,0,2,0,1,25138,574
2,0,1,0,0,0,1,25139,574
3,0,0,0,2,0,0,25140,574
4,0,W,1,0,0,0,25141,574
5,0,2,0,4,0,0,25142,574
6,0,1,0,0,0,0,25143,574
7,0,0,2,4,0,4,25144,574
8,0,1,0,0,0,0,25145,574
9,0,4,0,1,1,1,25146,574
10,1,1,1,1,0,1,25147,574
11,1,1,1,1,W,0,25148,574
13,0,1,0,0,1,0,25150,574
14,1,W,0,0,0,1,25151,574
15,2,1,0,0,2,1,25152,574
17,0,1,1,1,1,1,25154,574
18,4,0,1,0,1,1,25155,574
19,1,0,1,0,0,0,25156,574
20,1,1,0,1,0,2,25157,574
21,2,1,1,0,0,0,25158,574
22,1,1,1,0,0,1,25159,574
23,0,0,W,1,2,0,25160,574
24,1,1,0,1Lb,4,2,25161,574
25,W,2,0,0,1,0,25162,574
26,0,1,0,0,1Lb,0,25163,574
27,1,1,0,2,1,0,25164,574
28,1,1,1,1,0,1,25165,574
29,0,1,0,1,1,0,25166,574
30,1,1,1,0,0,0,25167,574
31,1,0,1,3,1,1,25168,574
32,1,1,1,1,0,4,25169,574
33,4,1,1,0,2,0,25170,574
34,1,1,1,0,1,0,25171,574
36,1,0,2,1,0,0,25173,574
37,4,1,0,4,0,0,25174,574
38,1,1,0,1,0,4,25175,574
39,1,3,0,4,0,1,25176,574
40,1,1,0,1,0,0,25177,574
42,0,0,4,0,0,1,25179,574
44,4B,1,1,1,4,1,25181,574
46,1,1,0,2,1,2,25183,574
47,1,1,1B,1,4,4,25184,574
48,3,0,4,0,2,4,25185,574
1,0,0,1,0,0,0,25187,575
2,0,0,0,0,0,4,25188,575
3,0,0,1,0,0,0,25189,575
4,0,0,0,0,2,0,25190,575
5,0,0,W,0,0,0,25191,575
6,0,0,0,0,0,0,25192,575
7,4,0,0,0,0,0,25193,575
8,6,0,0,0,1,0,25194,575
9,1,0,1,0,1,1,25195,575
10,2,1,0,0,W,1,25196,575
14,1,1,0,0,0,1,25200,575
15,0,1,0,1,1,1,25201,575
17,1,1,0,0,1,1,25203,575
18,1,1,1,1,0,1,25204,575
19,1,0,2,1,0,1,25205,575
20,0,1,0,W,0,0,25206,575
21,0,0,1,0,0,1,25207,575
22,0,0,1,0,1,0,25208,575
25,1,4,1,1,1,0,25211,575
27,0,0,1,0,1,1,25213,575
28,1,1,0,0,1,1,25214,575
29,0,0,1,0,0,1,25215,575
31,0,0,1,0,1,2,25217,575
32,1,0,2,2,1,0,25218,575
33,1,0,0,1,1,0,25219,575
34,1,1,0,4,1,6,25220,575
35,1,1,0,0,1,1,25221,575
36,0,0,2,0,1,4,25222,575
40,1,1,0,4,1,1,25226,575
42,0,1,1,1,1,2,25228,575
43,1,1,1,1,0,0,25229,575
44,1,W,0,0,1,1,25230,575
47,1,1,1,0,0,0,25233,575
48,4,W,4,1,0,0,25234,575
50,1,W,1,4,6,6,25236,575
1,0,0,0,0,0,0,25237,576
4,3,0,4Lb,0,4,1,25240,576
5,0,0,0,1,0,1,25241,576
6,1,0,1,0,0,0,25242,576
7,1,0,0,0,0,0,25243,576
8,1,0,W,0,W,1,25244,576
9,0,4,1Lb,0,1,0,25245,576
10,0,4,0,0,1,0,25246,576
11,0,0,0,0,0,0,25247,576
12,0,0,1,1,0,4,25248,576
13,1,1,6,1,2,0,25249,576
14,0,0,0,1,1,0,25250,576
15,0,1,0,5,0,0,25251,576
16,1,0,0,2,0,4,25252,576
17,0,1,W,0,1,1,25253,576
18,1,1,0,0,1,0,25254,576
19,1,1,1,1,0,1,25255,576
21,0,0,0,0,0,4,25257,576
22,1,4,0,0,1,0,25258,576
23,1,1,0,0,1Lb,1,25259,576
24,1,0,0,0,1,0,25260,576
25,0,1,0,W,0,1,25261,576
26,1,1,1,0,1,0,25262,576
27,1,1,0,0,4,0,25263,576
28,2,0,1,1,2,0,25264,576
29,0,1,0,0,1,2,25265,576
30,0,0,1,W,0,0,25266,576
31,0,1,0,1,1,0,25267,576
32,0,0,0,1,0,1,25268,576
33,1,0,0,1,0,0,25269,576
34,W,0,0,1,6,0,25270,576
35,1,1,4,0,1,1,25271,576
36,0,0,0,W,2,0,25272,576
37,0,W,0,0,0,0,25273,576
38,1,0,0,0,4,0,25274,576
39,0,0,1,0,3,0,25275,576
40,0,1,0,W,0,0,25276,576
41,0,0,0,0,0,2,25277,576
42,0,0,0,4,4,4,25278,576
1,0,0,0,4,0,2,25280,577
3,0,0,0,0,0,0,25282,577
4,0,0,2Lb,0,0,0,25283,577
5,1,0,4,0,0,4,25284,577
6,0,1,0,1,0,0,25285,577
8,0,4,1,1,0,0,25287,577
9,0,0,1,0,4,0,25288,577
11,1,1,0,1,0,W,25290,577
13,0,0,0,1,1,0,25292,577
14,1,0,0,2,0,1,25293,577
15,0,0,0,4,1,1,25294,577
17,0,1,0,1,0,0,25296,577
18,0,4,0,0,4,0,25297,577
19,1,0,1,1,1,0,25298,577
20,0,0,0,0,0,1,25299,577
21,1,0,0,1,1,0,25300,577
22,1,1,0,1,1,0,25301,577
23,0,1,0,1,1,2,25302,577
24,4,1,4,0,1,1,25303,577
25,1,0,1,4,0,1,25304,577
26,0,1,1,1,0,0,25305,577
27,1,1,1,1,0,1,25306,577
28,1,1,0,1,0,1,25307,577
29,0,0,1,1,4,1,25308,577
30,0,0,0,1,1,0,25309,577
32,0,2,0,1,2,1,25311,577
33,W,1,0,2,W,0,25312,577
35,1,1,0,0,0,4,25314,577
36,1,2,4,0,1,1,25315,577
37,0,1,0,1,0,1,25316,577
38,2Lb,0,0,W,0,0,25317,577
39,0,1,1,1,1,1,25318,577
40,1,1,1,0,4,1,25319,577
42,1,0,1,0,4,0,25321,577
43,1,0,4,1,0,1,25322,577
44,1,4,0,2,0,0,25323,577
45,1,4,1,0,0,1,25324,577
46,2,1,4,0,1,2,25325,577
47,0,0,4,1,0,4,25326,577
48,1,1,2,1,1Lb,2,25327,577
49,1,3,1,6,1,0,25328,577
50,6,0,0,W,0,1,25329,577
1,0,1,2,4,0,1,25330,578
3,0,1,0,4,0,6,25332,578
4,1,0,0,0,0,0,25333,578
5,0,1,2,4,W,0,25334,578
6,0,0,0,0,4,4,25335,578
7,0,4,0,2,4,0,25336,578
8,0,0,0,0,0,1,25337,578
10,4,0,1,0,0,4,25339,578
11,0,1,0,4,0,0,25340,578
12,1,1,1,0,2,1,25341,578
13,1,1,1,0,0,1,25342,578
14,1,0,4,4,0,0,25343,578
16,0,1,0,1,0,0,25345,578
18,0,0,1,1,0,0,25347,578
19,1,1,2,1,0,0,25348,578
20,4,1,1,2,1,0,25349,578
21,1,0,6,0,1,1,25350,578
22,1,0,1,0,W,0,25351,578
23,0,1,0,0,0,4,25352,578
24,0,1,2,1,0,1,25353,578
25,0,0,0,0,1,0,25354,578
26,0,0,1,1,0,0,25355,578
27,0,1,2,2,0,0,25356,578
28,2,1,2,0,1,1,25357,578
30,1,0,1,0,2,1,25359,578
31,0,0,1,0,0,0,25360,578
32,0,0,1,0,1,0,25361,578
33,0,1,3,3,0,0,25362,578
35,0,1,1,0,4,0,25364,578
36,4,4,0,2,2,0,25365,578
37,6,0,1,6,0,W,25366,578
38,4,2,4,1,0,0,25367,578
39,0,1,0,1,1,0,25368,578
40,4,1,1,0,0,0,25369,578
41,2,2,1,2,1,W,25370,578
42,0,1,0,4,0,0,25371,578
44,2,1,0,1,W,0,25373,578
45,W,0,2,0,1,0,25374,578
46,W,0,0,0,W,0,25375,578
1,0,0,0,4,0,0,25378,579
2,0,1,1Lb,0,0,4,25379,579
3,0,0,0,0,0,0,25380,579
4,0,0,0,4,0,0,25381,579
5,0,2,1,0,0,1,25382,579
6,0,0,0,1,1,2,25383,579
7,0,0,1,1,4,1Lb,25384,579
8,0,0,4,1,0,0,25385,579
9,0,0,1,1,0,1,25386,579
10,0,4,0,1,0,0,25387,579
11,0,1,0,0,0,1,25388,579
12,1,0,0,0,0,1,25389,579
13,0,1,0,1,0,0,25390,579
14,2,0,0,1,1,1,25391,579
15,0,0,0,0,1,2,25392,579
16,1,1,0,0,0,0,25393,579
18,4,0,0,2,0,0,25395,579
19,0,1,1,0,1,1,25396,579
20,2,0,0,1,0,1,25397,579
21,0,0,1,1,0,4,25398,579
22,1,1,1,0,0,1,25399,579
23,0,0,1,1,0,6,25400,579
25,0,1,1,0,0,0,25402,579
26,1,0,1,1,0,1,25403,579
27,0,1,1,1,0,1,25404,579
28,2,1,4,1,0,1,25405,579
29,1,0,1,0,1,1,25406,579
31,0,2,1,4,1,1,25408,579
33,1,1,0,1,1,W,25410,579
35,0,1,0,0,1,0,25412,579
36,1,0,1,4,0,1,25413,579
37,1,W,0,W,1,0,25414,579
39,0,1,0,1,0,0,25416,579
40,0,0,1,0,0,0,25417,579
41,1,3,1,1,0,0,25418,579
43,4,0,1,2,2,0,25420,579
44,W,W,0,1,1,0,25421,579
45,1,0,1,0,2,1,25422,579
46,3,2,1,0,4,1,25423,579
47,0,1,1,1,W,1Lb,25424,579
50,1,0,1,1,1,2,25427,579
2,0,0,0,2,4,0,25429,580
3,0,0,2,0,6,0,25430,580
4,0,0,2,0,4,0,25431,580
5,1,0,0,0,1,0,25432,580
6,1,4,0,0,4,0,25433,580
7,0,0,0,1,4,W,25434,580
8,1,0,0,0,1,0,25435,580
9,0,1,W,0,0,1,25436,580
10,0,1,0,1,0,0,25437,580
11,0,1,0,0,0,0,25438,580
12,1,0,1,0,0,2,25439,580
13,0,0,0,0,0,0,25440,580
14,1,1,0,0,0,W,25441,580
16,3,1,1,1,1,0,25443,580
17,1,0,0,1,0,0,25444,580
18,0,0,0,0,0,0,25445,580
19,0,0,0,0,3,0,25446,580
20,1,2,1,1,0,0,25447,580
21,0,1,2,0,2,4,25448,580
22,0,1,1,4,1,0,25449,580
23,0,1,0,1,0,4,25450,580
24,0,0,0,0,0,3,25451,580
26,1,1,0,1,1,1,25453,580
27,1,2,0,0,0,1,25454,580
28,4,0,1,1,0,0,25455,580
29,1,W,0,0,0,1,25456,580
30,1,0,1,0,0,1,25457,580
31,1,0,0,1,1,0,25458,580
32,1,0,0,2,1,1,25459,580
33,2,0,2,1,0,4,25460,580
34,0,0,0,1,1,1,25461,580
35,0,0,0,1,0,0,25462,580
36,W,0,0,0,0,0,25463,580
38,0,1,0,0,0,0,25465,580
39,1,0,4,0,0,0,25466,580
40,0,2,2,2,4,1,25467,580
41,0,1,0,0,0,0,25468,580
42,1,0,0,W,0,0,25469,580
43,0,0,1,0,0,0,25470,580
44,0,2,0,1,0,0,25471,580
1,0,0,0,0,0,6,25473,581
2,0,0,0,0,1,0,25474,581
3,0,0,0,4Lb,0,1,25475,581
4,0,0,0,4,1,0,25476,581
5,0,2,0,0,0,0,25477,581
6,0,4Lb,0,0,0,1,25478,581
7,0,0,0,1,2,0,25479,581
8,0,1,4,0,0,0,25480,581
9,0,1,1,0,1,0,25481,581
12,0,0,0,1,0,0,25484,581
14,0,1,1,1,4,1,25486,581
15,0,4,4,0,1,0,25487,581
16,1,1,0,4,0,1,25488,581
17,0,2,1,1,1,4,25489,581
18,1,0,1,0,0,0,25490,581
19,1,1,0,0,4,0,25491,581
20,2,0,0,0,0,0,25492,581
21,1,0,0,4,1,1,25493,581
22,0,0,1,1,1,1,25494,581
23,0,1,1,0,0,2,25495,581
24,1Lb,0,0,1,1,1,25496,581
25,1,1,0,0,1,0,25497,581
26,1,1,1,1,1W,0,25498,581
27,0,1,0,1,1,1,25499,581
28,1,1,0,1,0,0,25500,581
29,0,1,0,0,1,1,25501,581
30,1,1,1,1,1,1,25502,581
31,1,1,1,1,0,1,25503,581
32,1,0,1,1,1,0,25504,581
33,1,0,1,4,1,1,25505,581
34,1,4,1,W,0,1,25506,581
35,1,2,1,0,1,1,25507,581
36,W,0,0,0,1,0,25508,581
37,1,1,1,0,2,1,25509,581
38,1,1,1,0,1,0,25510,581
39,1,1,4,0,1,1,25511,581
40,1,0,1,0,4,2,25512,581
41,2,1,1,2,4,1,25513,581
43,4,4,1,2,1,6,25515,581
44,W,0,0,4,1,W,25516,581
45,0,1,1,2,4,1,25517,581
47,0,1,2,4,2,0,25519,581
48,4,1,1,4,0,1,25520,581
49,1,1,1,4,2,W,25521,581
50,0,4,0,1,0,2,25522,581
1,0,0,0,0,0,0,25523,582
2,0,4,4,1,0,0,25524,582
3,0,W,0,6,1,0,25525,582
5,W,0,0,4,0,0,25527,582
7,0,0,0,0,0,0,25529,582
8,0,0,0,4,0,W,25530,582
9,0,4,0,0,0,0,25531,582
10,2,0,0,0,4,0,25532,582
11,1,0,1,0,0,0,25533,582
12,0,0,1,0,1,0,25534,582
13,0,1,0,1,4B,1,25535,582
15,1,4,4,4,0,1,25537,582
16,1,0,0,0,1,0,25538,582
17,0,0,0,0,0,0,25539,582
18,0,1,0,0,0,W,25540,582
