ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,id,inningId
11,1,1,1,4,1,0,57185,1340
13,1,1,4,1,0,0,57187,1340
14,1,2,0,2,0,1,57188,1340
15,0,0,2,0,0,0,57189,1340
16,1,1,1,0,1,4,57190,1340
18,1,0,2,2,1,1,57192,1340
19,0,1,0,0,1,1,57193,1340
20,0,W,0,0,0,0,57194,1340
22,4,1,W,0,0,0,57196,1340
23,1,4,0,4,0,0,57197,1340
24,1,6,0,0,0,1,57198,1340
25,0,2,0,0,1,1,57199,1340
26,0,1,0,0,2,0,57200,1340
27,1,0,0,0,1,2,57201,1340
28,W,0,1,0,1,0,57202,1340
29,2,1,1,0,1,0,57203,1340
30,0,1,0,2,1,1,57204,1340
31,1,1,1,4,0,0,57205,1340
32,0,2,0,0,0,0,57206,1340
33,4,0,2,0,4,0,57207,1340
35,1,1,2,0,1,4,57209,1340
36,1,1,1,0,2,1,57210,1340
37,3,1,1,1,1,2,57211,1340
39,0,0,1,0,0,2,57213,1340
40,0,1,0,1,4,6,57214,1340
41,0,1,0,0,0,3,57215,1340
42,1,1,0,0,4,0,57216,1340
43,1,2,4,1,0,1,57217,1340
44,0,1,0,0,0,3,57218,1340
1,1,2,1,0,0,0,57220,1341
2,1,0,2,4,0,0,57221,1341
3,4,1,0,0,0,0,57222,1341
4,1,0,0,0,0,0,57223,1341
5,0,0,0,1,0,0,57224,1341
6,0,1,2,0,0,1,57225,1341
7,1,1,1,4,0,1,57226,1341
8,1,0,4,1,0,0,57227,1341
9,0,0,0,0,1,0,57228,1341
12,0,0,0,1,0,0,57231,1341
13,0,4,1,1,1,1,57232,1341
14,4,0,1,1,0,0,57233,1341
15,0,1,1,1,W,0,57234,1341
17,1,1,1,0,4,1,57236,1341
18,1,0,1,1,0,0,57237,1341
20,4,1,0,1,1,3,57239,1341
22,1,0,1,1,0,1,57241,1341
24,0,2,0,6,6,1,57243,1341
25,0,4,0,1,1,1,57244,1341
26,4,1,1,0,0,0,57245,1341
27,1,1,1,1,4,4,57246,1341
28,0,0,0,1,0,1,57247,1341
29,1,1,1,1,1,1,57248,1341
30,W,1,0,0,0,0,57249,1341
31,1,0,1,1,3,1,57250,1341
32,1,0,1,0,1,0,57251,1341
33,0,0,4,2,1,4,57252,1341
34,1,0,0,1,0,0,57253,1341
35,0,4,2,0,1,1,57254,1341
36,2,0,6,2,1,1,57255,1341
37,1,1,1,1,4,2,57256,1341
38,1,1,1,0,W,0,57257,1341
39,0,1,4,1,0,4,57258,1341
40,0,1,1,1,2,1,57259,1341
41,0,1,0,0,1,1,57260,1341
42,1,1,1,0,0,0,57261,1341
43,0,1,0,1,1,1,57262,1341
44,0,4,1,4,2,1,57263,1341
45,1,1,2,1,6,1,57264,1341
46,W,0,1,1,1,0,57265,1341
47,0,4,W,1,1,0,57266,1341
48,1,1,4,1,4,W,57267,1341
49,1,W,1,1,0,1,57268,1341
50,4,1Lb,0,4,6,4,57269,1341
1,1,0,0,0,1,0,57270,1342
2,0,0,0,0,0,0,57271,1342
3,W,1,0,0,4,0,57272,1342
5,0,1,1,4Lb,2,2,57274,1342
6,0,0,1,0,0,0,57275,1342
7,0,2,0,1,0,0,57276,1342
8,1,0,1,1,1,3,57277,1342
9,0,0,1,0,0,0,57278,1342
10,4,0,0,W,1,0,57279,1342
11,2,0,1,4,1,1,57280,1342
12,1,0,0,0,1,1,57281,1342
13,0,1,1,1,0,1,57282,1342
14,1,1,0,W,1,1,57283,1342
15,0,0,2,0,1,0,57284,1342
16,0,2,0,0,0,0,57285,1342
17,0,1,1,0,0,2,57286,1342
18,0,6,2,1,1,0,57287,1342
19,0,1,1,W,0,0,57288,1342
20,1,1,0,0,1,0,57289,1342
21,0,0,0,2,1,4,57290,1342
22,1,0,0,0,1,1,57291,1342
23,0,1,2,0,1,1,57292,1342
24,1,1,0,0,1,0,57293,1342
25,0,W,0,4,1,4,57294,1342
26,1,0,1,W,W,0,57295,1342
27,0,0,1,1,0,2,57296,1342
28,0,0,0,0,0,0,57297,1342
29,1,0,4,0,4,0,57298,1342
30,4,6,4,6,W,1,57299,1342
32,4,1,0,0,0,0,57301,1342
2,1,1,0,4,0,0,57304,1343
4,1,4,1,2,0,4,57306,1343
5,0,0,0,0,0,0,57307,1343
6,0,1,1,0,0,0,57308,1343
8,0,3,0,0,0,0,57310,1343
9,1,0,0,1,0,1,57311,1343
10,0,0,1,W,0,2,57312,1343
12,0,1,3,0,2,0,57314,1343
13,1,1,1,0,1,1,57315,1343
14,1,0,1,0,0,2,57316,1343
15,0,0,1,1,0,1,57317,1343
16,0,0,0,1,1,2,57318,1343
17,0,1,1,4,0,1,57319,1343
18,1,3,1,0,0,0,57320,1343
19,0,1,0,4,W,0,57321,1343
20,0,1,4,0,0,2,57322,1343
21,1,4,3,1,0,0,57323,1343
22,1,0,0,0,0,0,57324,1343
23,0,W,0,0,0,1,57325,1343
24,1,0,0,0,0,0,57326,1343
25,0,4,1,2,0,0,57327,1343
26,0,0,0,1,1,0,57328,1343
27,1,2,1,1,1,1,57329,1343
28,0,1,0,0,6,1,57330,1343
29,2,0,1,2,1,1,57331,1343
30,1,6,0,1,0,1,57332,1343
31,1,0,0,2,1,0,57333,1343
32,1,0,1,0,0,0,57334,1343
33,1,1,1,0,0,3,57335,1343
34,1,1,0,1,0,0,57336,1343
35,1,0,4,2,1,W,57337,1343
36,1,0,1,0,1,1,57338,1343
39,W,0,1,1,1,0,57341,1343
40,4,0,1,2,1,0,57342,1343
41,1,0,2,1,1,1,57343,1343
42,2,0,0,0,4,1,57344,1343
43,1,1,0,1,1,2,57345,1343
44,1Lb,1,1,1Lb,1,2,57346,1343
46,0,1,0,1,0,6,57348,1343
47,6,1,0,2,1,0,57349,1343
48,0,2,0,4,4,0,57350,1343
50,0,1,4,6,1,2,57352,1343
1,1,0,0,0,4,0,57353,1344
2,0,3,4,0,0,0,57354,1344
3,0,4Lb,0,0,0,3,57355,1344
4,0,4,0,1,W,1,57356,1344
6,0,4,0,0,0,1,57358,1344
7,0,0,0,4,1,0,57359,1344
8,0,4,0,1,1,0,57360,1344
9,1Lb,0,W,0,0,0,57361,1344
10,1,1,0,2,1,0,57362,1344
11,1,1,0,6,0,1,57363,1344
12,0,1,1,0,1,0,57364,1344
13,1,0,0,1,1,1,57365,1344
14,1,0,0,3,1,0,57366,1344
15,3,1,1,0,1,0,57367,1344
16,1,0,1,4,1,0,57368,1344
17,1,0,0,1,1,1,57369,1344
18,1,1,0,1,0,4,57370,1344
19,1,1,0,0,1,0,57371,1344
20,1,6,6,1,1,1,57372,1344
21,W,1,1,0,1,1,57373,1344
22,0,2,1,0,2,1,57374,1344
23,0,1,0,0,1,1,57375,1344
24,4,0,0,0,2,4,57376,1344
25,1,0,1,0,1,2,57377,1344
26,1,0,0,0,2,0,57378,1344
27,1,0,1,0,1,1,57379,1344
28,0,0,1,1,0,1,57380,1344
29,1,0,1,0,1,2,57381,1344
30,1,1,1,1,0,0,57382,1344
31,0,0,1,3B,1,1,57383,1344
32,1,0,1,1,0,0,57384,1344
33,2,0,1,4,1,1,57385,1344
34,2,0,0,1,0,W,57386,1344
35,0,0,1,0,0,2,57387,1344
37,4,0,1,6,0,1,57389,1344
38,1,0,1,1,1,1,57390,1344
39,0,1,W,0,0,0,57391,1344
40,0,1,1,0,1,0,57392,1344
41,1,1,1,0,0,1,57393,1344
42,2,1,1,1,1,0,57394,1344
43,1,1,1,4,0,1,57395,1344
44,1,1,1,1,0,1,57396,1344
45,1,1,2,1,1,0,57397,1344
46,4,1,1,0,0,1,57398,1344
47,4,1B,2,1,2,1,57399,1344
48,6,1,1,2,1,2,57400,1344
49,1,1,4,1,0,1,57401,1344
50,1,2,W,0,1,1,57402,1344
1,0,0,1,0,2,1,57403,1347
3,1Lb,0,0,1,1,0,57405,1347
4,4Lb,0,0,0,0,0,57406,1347
5,0,0,0,0,4,0,57407,1347
6,0,1,0,0,4,0,57408,1347
7,0,0,0,1,1,0,57409,1347
8,1,0,0,0,0,4,57410,1347
9,0,1,1,0,1,1,57411,1347
10,0,1,0,2,0,W,57412,1347
12,0,0,1,W,1,0,57414,1347
13,0,0,0,1Lb,1,0,57415,1347
14,0,4,W,0,0,0,57416,1347
18,0,1,1,0,0,0,57420,1347
20,4,0,0,0,0,1,57422,1347
21,1,1,0,0,1,1,57423,1347
22,1,1,1,0,0,0,57424,1347
23,1,0,2,0,1,0,57425,1347
24,0,2,0,1,1,0,57426,1347
26,4,1,0,0,4,0,57428,1347
29,1,0,2,0,0,W,57431,1347
30,0,0,0,1W,1,1,57432,1347
31,1,0,1,1,0,0,57433,1347
32,0,0,0,4,0,0,57434,1347
33,4,0,1,0,1,1,57435,1347
34,0,1,1,1,0,1,57436,1347
35,1,0,2,0,0,1Lb,57437,1347
36,0,0,1,0,1,1,57438,1347
37,0,1,0,1,1,1,57439,1347
39,0,1,1,1,1,2,57441,1347
40,0,4,2,2,0,1,57442,1347
41,0,1,1,1,0,0,57443,1347
42,1Lb,0,W,0,0,0,57444,1347
43,4,0,1,0,0,1,57445,1347
44,1,W,0,0,0,W,57446,1347
1,0,1,0,0,1,0,57447,1348
2,1,0,1,0,0,1,57448,1348
3,1,0,1,0,0,0,57449,1348
4,1,0,0,4,0,0,57450,1348
5,1,0,0,0,4,0,57451,1348
6,1,0,0,1,0,4,57452,1348
8,1,0,0,0,1,0,57454,1348
9,0,1,1,0,1,1Lb,57455,1348
10,W,0,0,0,0,0,57456,1348
12,0,0,0,0,2,1,57458,1348
13,4,1,0,0,1,0,57459,1348
14,1,0,1,1,1,0,57460,1348
15,0,0,1,0,0,4,57461,1348
16,1,0,4,2,1,0,57462,1348
17,1,1,0,0,1,1,57463,1348
18,1,1,4,1,0,1,57464,1348
19,0,1,1,1,0,0,57465,1348
20,1,4,0,4,0,1,57466,1348
21,1,0,0,1,0,0,57467,1348
22,1,1,1,1,W,0,57468,1348
23,1,0,0,0,0,0,57469,1348
24,1,0,0,4,1,W,57470,1348
25,2,0,0,0,0,0,57471,1348
26,4,1,W,1Lb,1,0,57472,1348
27,0,0,0,1,0,0,57473,1348
28,1,1,0,0,1,0,57474,1348
29,0,0,0,1,0,0,57475,1348
30,1,0,0,1,0,0,57476,1348
31,1,0,0,1,1,0,57477,1348
32,1,0,0,0,2,0,57478,1348
34,0,0,1,1,4,0,57480,1348
35,1,1,0,W,1,0,57481,1348
36,1,0,0,1,1,1,57482,1348
37,0,0,0,1,4,2,57483,1348
38,1,1,0,1,0,0,57484,1348
39,0,0,1Lb,1,1,1,57485,1348
40,1,0,0,0,1,0,57486,1348
41,0,1,1,1,1,1,57487,1348
42,1,1,0,1,0,6,57488,1348
44,1,0,1,1,1,2,57490,1348
1,0,0,0,0,0,4,57492,1351
3,W,0,1,0,0,0,57494,1351
5,0,0,0,0,4,0,57496,1351
7,0,4,0,0,0,4,57498,1351
9,1,0,0,4,1,1,57500,1351
10,0,0,0,0,1,4,57501,1351
13,1,0,0,1,0,2,57504,1351
14,4,1,1,4,0,0,57505,1351
15,1,1,1,1,1,1,57506,1351
16,1,1,1,0,2,0,57507,1351
17,1,1,1,1,1,0,57508,1351
18,0,1,0,0,1,0,57509,1351
19,0,0,0,1,0,1,57510,1351
20,0,0,0,0,0,0,57511,1351
21,0,0,1,0,0,0,57512,1351
22,0,0,2,0,0,0,57513,1351
23,1,1,1,0,1,0,57514,1351
24,0,1,1,1,0,1,57515,1351
25,1,1,1,0,1,0,57516,1351
26,0,1,1,0,1,4,57517,1351
27,1,1,2,0,0,0,57518,1351
28,W,0,1,1,1,1,57519,1351
29,1,1,1,0,1,0,57520,1351
30,1,2,0,0,1,1,57521,1351
31,6,0,1,1,1,4,57522,1351
32,0,0,1,1,0,1,57523,1351
33,0,0,1,0,0,1,57524,1351
34,1,0,1,1,0,0,57525,1351
35,1,W,0,0,0,0,57526,1351
37,W,0,0,1,0,1,57528,1351
38,1,0,1,1,1,1,57529,1351
39,W,1,0,1,0,0,57530,1351
40,0,2,W,0,0,0,57531,1351
41,0,0,1,0,0,0,57532,1351
42,0,W,0,0,1,0,57533,1351
43,1Lb,W,1,0,0,4,57534,1351
44,1,1,1,1,1,0,57535,1351
45,0,0,0,1,0,1,57536,1351
47,1,1,0,0,0,4,57538,1351
48,0,1,0,0,1,0,57539,1351
50,0,6,1,1,1,4,57541,1351
3,0,0,0,0,0,0,57544,1352
5,0,0,0,0,0,1,57546,1352
6,0,0,1,1,2,1,57547,1352
7,0,0,0,0,W,W,57548,1352
8,4,0,0,1,0,0,57549,1352
9,0,0,4,0,1,4,57550,1352
10,0,W,0,0,4,1,57551,1352
11,0,0,0,1,1,0,57552,1352
12,2,0,0,0,0,6,57553,1352
13,1,1,0,0,0,0,57554,1352
14,0,0,0,0,0,0,57555,1352
15,0,0,1,0,0,1,57556,1352
16,0,0,0,0,0,0,57557,1352
17,1,1,0,0,0,0,57558,1352
18,0,0,0,0,0,0,57559,1352
20,0,0,0,0,0,1,57561,1352
21,0,0,1,0,1,1,57562,1352
22,0,1,4,1,0,0,57563,1352
23,0,0,1,W,W,0,57564,1352
24,1,0,0,0,0,0,57565,1352
25,1,0,0,4,1,0,57566,1352
26,2,0,2,0,0,1,57567,1352
27,1,0,0,1,0,1,57568,1352
28,0,0,0,0,4,2,57569,1352
29,1,0,0,4,0,1,57570,1352
30,W,0,0,0,0,0,57571,1352
31,0,0,0,1,0,0,57572,1352
32,0,4,0,1,0,0,57573,1352
33,4,2,W,4,0,0,57574,1352
34,1,0,0,4,0,0,57575,1352
35,0,0,1,0,0,0,57576,1352
36,1,0,W,2,1,0,57577,1352
1,2,0,0,0,0,2,57579,1353
2,0,0,0,1Lb,0,0,57580,1353
3,0,W,4,0,4,0,57581,1353
6,0,1,0,0,0,1,57584,1353
7,0,0,0,0,0,0,57585,1353
9,0,1,0,0,0,0,57587,1353
10,0,0,1,0,4,1,57588,1353
11,1,0,1Lb,W,0,0,57589,1353
13,0,0,0,0,1,0,57591,1353
14,0,1,4,0,0,0,57592,1353
15,0,0,0,0,1,4,57593,1353
16,1,0,1,2,0,0,57594,1353
17,W,0,1,0,0,1,57595,1353
18,0,2,2,1,2,1Lb,57596,1353
19,0,4,W,0,0,0,57597,1353
21,0,1,0,0,0,1,57599,1353
22,1,0,1,1,0,0,57600,1353
23,0,0,W,0,1,W,57601,1353
2,0,0,1,0,1,1,57604,1354
3,1,1,0,1,0,0,57605,1354
4,1,4,1,0,0,1,57606,1354
5,0,0,6,2,1,0,57607,1354
6,1,0,6,0,0,0,57608,1354
7,0,0,1,0,0,0,57609,1354
8,0,0,1,1,0,6,57610,1354
9,0,1,0,1,1,6,57611,1354
2,0,0,1,0,0,0,57616,1355
3,0,1,0,0,0,0,57617,1355
4,0,W,0,0,0,0,57618,1355
5,0,W,0,0,2,0,57619,1355
6,0,0,W,2,0,0,57620,1355
7,0,W,0,0,1,1,57621,1355
8,1,0,1,1,0,0,57622,1355
9,0,0,0,1,0,0,57623,1355
11,1,0,1,0,0,1,57625,1355
12,0,0,0,0,0,0,57626,1355
13,1,0,0,0,0,0,57627,1355
14,1,1,0,0,0,1,57628,1355
15,0,0,4,1,1,4,57629,1355
16,1,0,2,0,0,0,57630,1355
17,0,1,0,1,1,0,57631,1355
18,0,1,1,2,3,0,57632,1355
19,1,1,0,0,4,0,57633,1355
20,1,0,0,0,0,1,57634,1355
21,1,1,1,1,1,0,57635,1355
22,0,0,W,0,0,0,57636,1355
23,1,0,0,1,0,1,57637,1355
24,1,0,1,1,1,0,57638,1355
25,1,1,0,0,0,1,57639,1355
26,0,0,4,0,1,0,57640,1355
28,4,1,0,0,1,1,57642,1355
29,0,0,0,2,0,1,57643,1355
30,0,0,0,6,1,4,57644,1355
31,0,1,W,0,1,0,57645,1355
33,1,2,1,0,0,0,57647,1355
34,0,0,1,0,0,0,57648,1355
35,0,0,1B,0,0,1,57649,1355
36,1,0,1,1,4,1,57650,1355
37,1,1,3,0,0,1,57651,1355
38,1,1,0,0,4,2,57652,1355
39,1,2,0,6,0,0,57653,1355
40,1,1,0,0,1,1,57654,1355
41,1,1,0,6,0,1,57655,1355
42,1,1,0,6,0,0,57656,1355
43,0,1,0,W,0,1,57657,1355
44,1,1,0,1,1,1,57658,1355
1,0,0,4,0,2,0,57660,1356
3,0,4,0,0,0,0,57662,1356
4,3,0,0,0,4,2,57663,1356
5,4,0,0,W,0,0,57664,1356
6,4,4,4,0,0,0,57665,1356
7,3,4,0,0,0,4,57666,1356
8,0,0,0,W,0,0,57667,1356
9,0,0,1,1,0,1,57668,1356
11,0,0,1,0,0,1,57670,1356
12,0,1,0,0,1,1,57671,1356
13,1,1,0,1,0,0,57672,1356
14,1,0,0,0,W,0,57673,1356
15,0,1,0,2,1,0,57674,1356
16,4,2,0,0,1,0,57675,1356
17,2,4,0,0,0,0,57676,1356
18,1,0,0,0,6,1,57677,1356
19,4,0,0,1,1,0,57678,1356
20,4,0,0,0,0,0,57679,1356
21,1,0,1,1,0,0,57680,1356
22,1,1,1,1,W,4,57681,1356
23,0,0,0,0,4,0,57682,1356
24,0,0,1,0,2,1,57683,1356
25,2,1,0,0,0,1,57684,1356
26,4,4,W,1,0,0,57685,1356
27,0,1,0,1,4,0,57686,1356
28,1,0,0,0,1,1,57687,1356
29,0,1,1,2,1,4,57688,1356
30,0,0,0,0,1,1,57689,1356
32,0,0,0,1,1,4,57691,1356
33,1,1,1,1,1,1,57692,1356
34,0,0,1,0,1,1,57693,1356
35,0,W,0,1,1,0,57694,1356
36,1,0,0,0,0,1,57695,1356
37,1W,0,4,4,1,3,57696,1356
1,4,0,0,0,0,1,57697,1357
2,1,0,0,0,0,1,57698,1357
3,1,0,0,0,W,0,57699,1357
4,4,0,1,0,0,0,57700,1357
5,6,4,6,6,1,1,57701,1357
6,0,0,4,0,1,W,57702,1357
7,0,0,0,0,4,1,57703,1357
8,1,0,4,0,2,1,57704,1357
9,0,4,0,0,0,0,57705,1357
10,0,0,0,0,1,0,57706,1357
11,0,4,0,1,1,0,57707,1357
12,2,1,0,0,0,4,57708,1357
13,1,0,0,0,0,0,57709,1357
15,0,0,1,1,0,1,57711,1357
16,0,0,0,1,0,1,57712,1357
17,1,0,0,1,1,1,57713,1357
18,1,0,0,0,1,1,57714,1357
19,1,1,0,1,0,0,57715,1357
20,0,0,0,0,0,1,57716,1357
21,1,1,1,0,1,1,57717,1357
22,0,4,1,0,0,1,57718,1357
23,0,1,0,0,4,1,57719,1357
24,1,0,1,0,W,1,57720,1357
25,0,1,0,0,1,0,57721,1357
26,1,0,1,1,0,0,57722,1357
27,0,0,1,0,0,1,57723,1357
28,0,0,1,0,0,1,57724,1357
29,1,0,0,0,0,0,57725,1357
30,0,0,1,0,1,0,57726,1357
31,1,1,2,1,2,0,57727,1357
32,2,1,0,4,1,0,57728,1357
33,0,0,1Lb,1,1,6,57729,1357
34,1,0,0,1,1,0,57730,1357
35,1Lb,0,0,1,0,2,57731,1357
36,1,0,W,0,0,0,57732,1357
37,1,0,0,1,0,0,57733,1357
38,1,0,0,1,0,0,57734,1357
39,0,0,1Lb,W,1,1,57735,1357
40,0,0,0,1,0,1,57736,1357
41,0,2,0,1,0,0,57737,1357
42,1,1,0,0,1,0,57738,1357
43,1,1,1,1,0,1,57739,1357
44,0,0,1,0,1,1Lb,57740,1357
45,0,1,W,1,2,0,57741,1357
49,1Lb,1,W,1,1,0,57745,1357
50,0,W,1,0,1,W,57746,1357
1,0,0,0,0,0,0,57747,1358
2,0,0,0,0,1,1,57748,1358
3,0,0,1,0,0,0,57749,1358
4,1,1,0,0,0,0,57750,1358
5,0,6,0,0,0,0,57751,1358
6,0,0,W,0,0,1Lb,57752,1358
7,0,0,0,0,0,0,57753,1358
9,W,0,0,1,0,4,57755,1358
10,0,W,0,0,4,0,57756,1358
11,0,0,0,0,0,2,57757,1358
12,0,0,0,1,0,0,57758,1358
13,0,4,0,1,0,0,57759,1358
14,0,3,1,0,2,0,57760,1358
15,2,2,2,1,0,4,57761,1358
17,1,6,0,0,2,0,57763,1358
18,0,0,0,0,0,0,57764,1358
19,0,0,0,0,1,1,57765,1358
20,1,0,0,1,1,4,57766,1358
21,0,1,1,0,1,1,57767,1358
22,1,1,1,0,0,0,57768,1358
23,0,1,0,W,0,0,57769,1358
24,0,1,0,1,0,0,57770,1358
25,1,0,0,1,0,0,57771,1358
26,0,1,1,0,0,0,57772,1358
27,1,0,0,1,0,0,57773,1358
28,0,1,0,1,0,0,57774,1358
29,W,0,0,0,1,0,57775,1358
30,1,0,4,1,0,0,57776,1358
32,0,1,0,1,1,0,57778,1358
34,0,0,0,0,0,0,57780,1358
35,6,1,1,1,0,1,57781,1358
37,1,1,W,0,1,1Lb,57783,1358
38,2,1,0,1,0,1,57784,1358
39,0,0,0,0,1,1,57785,1358
40,4,0,1,0,W,W,57786,1358
41,1,0,0,0,0,0,57787,1358
1,4,0,0,0,1,0,57789,1359
2,4,0,1,0,0,0,57790,1359
4,1,4B,0,0,4,4,57792,1359
5,1,0,4,0,4,1,57793,1359
7,0,0,0,0,1,0,57795,1359
8,1,0,0,1,1,2,57796,1359
9,4,0,0,1,0,0,57797,1359
10,0,0,0,1,0,0,57798,1359
11,1,1,1,0,2,0,57799,1359
12,0,0,W,1,0,1,57800,1359
13,1,0,0,0,0,2,57801,1359
14,1,0,1,4,0,1,57802,1359
15,0,1,1,1,2,4,57803,1359
16,0,0,1,0,4,0,57804,1359
17,0,1,0,6,1,0,57805,1359
18,0,0,0,0,6,0,57806,1359
19,0,0,0,2,0,4,57807,1359
20,W,0,0,1,0,0,57808,1359
21,1,0,1,1,6,0,57809,1359
22,3,1,0,1,2,0,57810,1359
23,4,0,1,0,0,0,57811,1359
24,1,0,0,1,1,0,57812,1359
25,0,1,0,4,0,0,57813,1359
26,1,0,1,1,0,1,57814,1359
27,W,0,0,0,1,0,57815,1359
28,1Lb,0,1,0,0,1,57816,1359
29,1,1,W,1,0,1,57817,1359
30,0,0,1,0,1,1,57818,1359
31,0,1Lb,1,1,1,0,57819,1359
32,1,0,0,0,4,1,57820,1359
34,1,1,1,2,1,1,57822,1359
35,6,1,0,0,1,W,57823,1359
36,0,0,0,1,1,0,57824,1359
38,1,0,1,0,2,1,57826,1359
40,1,1,1,W,0,2,57828,1359
41,0,0,4,1,1,1,57829,1359
43,1,1,4,1,1,0,57831,1359
44,0,0,3,1,W,1,57832,1359
45,1,0,0,1,1,0,57833,1359
47,2,0,0,6,1,1,57835,1359
2,2,3,4Lb,0,0,0,57838,1360
3,4,0,1,0,0,0,57839,1360
4,4,W,0,0,0,0,57840,1360
5,2,2,0,0,0,0,57841,1360
6,0,0,0,4,0,0,57842,1360
7,2,0,1,2,0,4,57843,1360
8,0,1,0,4,1,0,57844,1360
9,2,0,4,0,0,6,57845,1360
10,1,0,0,0,1,2,57846,1360
11,0,4,0,1,1,3,57847,1360
12,0,1,0,0,4,1,57848,1360
13,0,1,0,0,0,1,57849,1360
14,0,6,0,0,0,W,57850,1360
15,1,0,0,0,0,0,57851,1360
16,0,0,1,0,1,0,57852,1360
17,3,0,1,1,1,0,57853,1360
19,0,1,1,1,1,0,57855,1360
20,1,0,0,1,1,1,57856,1360
21,1,0,4,6,0,0,57857,1360
22,0,1,1,W,0,1,57858,1360
23,0,4,1,1,1,0,57859,1360
24,4,0,0,2,W,0,57860,1360
25,0,0,0,0,2,0,57861,1360
26,0,0,1,2,0,0,57862,1360
27,0,4,0,1,0,1,57863,1360
28,0,1,0,2,6,1,57864,1360
29,0,0,4,1,1,1,57865,1360
30,1,1,1,1,2,1,57866,1360
32,0,6,0,1,0,0,57868,1360
33,0,1,1,2,0,1,57869,1360
34,1,0,0,4,1,W,57870,1360
35,0,0,0,0,0,0,57871,1360
36,0,1,0,1,0,0,57872,1360
38,0,1,0,0,0,0,57874,1360
39,0,0,0,2,0,2Lb,57875,1360
40,1Lb,W,1,0,2,1,57876,1360
41,0,1,0,0,1,1,57877,1360
42,0,0,2,1,1,1,57878,1360
43,0,2,1,0,1,0,57879,1360
44,0,1,1,4,1,1,57880,1360
45,0,0,0,1,0,0,57881,1360
46,1,0,1,4,1,0,57882,1360
47,0,1,W,0,0,0,57883,1360
48,0,0,4,6,0,1,57884,1360
1,0,0,1,2,0,0,57886,1361
2,0,0,0,4,0,0,57887,1361
3,2,1,0,1,0,2,57888,1361
4,0,0,0,0,0,4,57889,1361
5,0,1Lb,0,0,0,0,57890,1361
6,0,4,0,1,0,0,57891,1361
7,0,3,0,1,1,1,57892,1361
8,0,1,W,0,1,0,57893,1361
9,0,0,0,4,4,4,57894,1361
10,0,4,1,0,0,1,57895,1361
11,0,1,2,0,1,0,57896,1361
12,1Lb,1,1,1,2,0,57897,1361
13,0,1,0,0,1,0,57898,1361
15,2,0,1,0,1,W,57900,1361
16,1,0,0,0,0,1,57901,1361
17,0,0,0,1,0,1,57902,1361
18,1,0,0,1,1,1,57903,1361
19,0,1,1,1,1,0,57904,1361
20,1,1,0,1,1,0,57905,1361
21,1,2,1,W,0,0,57906,1361
22,0,1,1,0,0,0,57907,1361
23,4,0,2,0,1,1,57908,1361
24,1,0,0,0,1,1,57909,1361
25,0,1,1,0,1,1,57910,1361
26,0,0,1,1,W,0,57911,1361
27,0,1,0,4,0,2,57912,1361
28,2,1,1,1,W,0,57913,1361
29,0,0,1,0,0,0,57914,1361
30,1,1,1,0,0,0,57915,1361
31,1,0,0,0,1,1,57916,1361
32,0,1,0,0,0,0,57917,1361
33,0,0,1,1,4,1,57918,1361
34,0,0,1,1,1,4,57919,1361
35,4,1,4,0,1,0,57920,1361
37,4,0,0,1,0,4,57922,1361
38,0,4,0,0,1,0,57923,1361
39,0,0,1,1,1,0,57924,1361
40,1,0,0,2,2,4,57925,1361
41,2,6,0,W,0,0,57926,1361
42,1,0,0,0,0,1,57927,1361
43,0,0,0,1,0,0,57928,1361
44,0,6,0,0,1,1,57929,1361
45,1,1,0,1,0,1,57930,1361
46,0,1,2,4,1,1,57931,1361
47,1,1,1,1,1,0,57932,1361
48,1,1,1,6,1,1,57933,1361
49,1,2,6,2,1,4,57934,1361
2,0,1,0,0,0,1,57937,1362
3,1,1,6,0,0,0,57938,1362
4,4,0,1,0,0,4,57939,1362
5,0,4,1,0,0,1,57940,1362
6,0,0,4,0,0,1,57941,1362
7,2,0,W,0,4,0,57942,1362
8,0,1,0,0,4,0,57943,1362
9,0,0,0,4,0,0,57944,1362
10,1,1Lb,0,0,0,1,57945,1362
11,2,1,1,1,1,4,57946,1362
12,0,1,4,1,1,0,57947,1362
13,1,W,0,0,1,0,57948,1362
14,1,0,1,1,0,0,57949,1362
15,0,0,0,2,2,0,57950,1362
18,0,1,4,0,1,0,57953,1362
19,1,0,4,0,0,4,57954,1362
21,1,4,1,0,1,0,57956,1362
22,1,0,0,0,1,1,57957,1362
24,1,1,0,1,4,1,57959,1362
25,0,0,1,1,0,1,57960,1362
26,1,0,1,1,1,1,57961,1362
27,1,1,1,1,2,0,57962,1362
28,1,0,1,1,0,1,57963,1362
29,0,0,2,1,1,1,57964,1362
30,1,1,1,1,1,0,57965,1362
31,0,2,0,0,0,4,57966,1362
32,6,0,0,0,2,0,57967,1362
33,0,0,1,1,1,0,57968,1362
34,0,1,2,0,1,1,57969,1362
35,1,1,0,1,4,0,57970,1362
37,4,2,1,1,0,0,57972,1362
38,1,1,1,0,0,1,57973,1362
40,0,0,1,1,1,1,57975,1362
41,1,4,1,1,4,1,57976,1362
42,0,4,0,1,1,2,57977,1362
43,0,0,0,W,0,1,57978,1362
44,0,0,1,1,1,0,57979,1362
45,1,1Lb,W,2Lb,1,0,57980,1362
